name,category,rating,address,zip_code,description,doordash_url
JOEY U-Village,Restaurant,4.8,2603 NE 46th St,98105,Restaurant rated 4.8/5 located at 2603 NE 46th St (ZIP 98105).,https://www.doordash.com/store/joey-restaurants-seattle-48597/?srsltid=AfmBOoootBPGu9ueefNFz-6K5VzjZE4GsICHHZno9lczxj34CKcsEZlN
Mamma Melina Ristorante & Pizzeria,Italian,4.4,5101 25th Ave NE,98105,Italian rated 4.4/5 located at 5101 25th Ave NE (ZIP 98105).,https://www.doordash.com/store/mamma-melina-italian-ristorante-seattle-1585887?srsltid=AfmBOop1l3HdQ8DRfsyCNx7EQGpXBJQap0xncSJ-iKvvykddMOn86M7V
U District Eats,Restaurant,4.5,5600 Roosevelt Way NE #109,98105,Restaurant rated 4.5/5 located at 5600 Roosevelt Way NE #109 (ZIP 98105).,https://www.doordash.com/store/u:don-fresh-japanese-noodle-station-976474/?srsltid=AfmBOopLktzAU9LRuPkgXvyL9bSoX0P4_Hw9KYvQSJ6a0-0IMcxOcr3p
Piatti,Italian,4.1,2695 NE Village Ln,98105,Italian rated 4.1/5 located at 2695 NE Village Ln (ZIP 98105).,https://www.doordash.com/business/piatti-9171/menu/?srsltid=AfmBOoo9xiRuXlhZtoBjbKIK47yMFm7YBX3lU-_UQCsQhoSN8AMYTpv7
Eureka!,American,4.2,2614 NE 46th St,98105,American rated 4.2/5 located at 2614 NE 46th St (ZIP 98105).,https://www.doordash.com/business/eureka%21-3590/menu/?srsltid=AfmBOop0y8ang_f0_tn9nkXqHlhG1hq-Hp-kU6FRp9wyHVsvPReehUtL
Cedars in University District,Indian,4.4,4759 Brooklyn Ave NE,98105,Indian rated 4.4/5 located at 4759 Brooklyn Ave NE (ZIP 98105).,https://www.doordash.com/store/cedars-restaurant-university-district-seattle-2507890/?srsltid=AfmBOor4dtiypyLWSDKMcnbABiDf2mqPogTSahE4QY4QLLv1aUlNdt65
Din Tai Fung,Chinese,4.6,2621 NE 46th St,98105,Chinese rated 4.6/5 located at 2621 NE 46th St (ZIP 98105).,https://www.doordash.com/store/din-tai-fung-new-york-32782281/?srsltid=AfmBOoq1H2emqfTrpT17niSu7l2g7tmBmG_F7sZHdKOwTsBbAP4Psp4r
Aladdin CharBurger,Restaurant,4.6,4135 University Wy NE,98105,Restaurant rated 4.6/5 located at 4135 University Wy NE (ZIP 98105).,https://www.doordash.com/store/aladdin-char-burger-seattle-22926436/?srsltid=AfmBOoreLN70K1hBKBpKM-PKnZLSObP2RIdiU7opqYjBiGI1f6MNTDG9
Ba Bar University Village,Vietnamese,4.3,2685 NE 46th St #2503,98105,Vietnamese rated 4.3/5 located at 2685 NE 46th St #2503 (ZIP 98105).,https://www.doordash.com/food-delivery/chicago-il-restaurants/moroccan/?srsltid=AfmBOopX-h5ll9GjEYGvA3oM_ycNWjKzlj12Mjtoaz-t_TzdKkpnK2Li
Sizzle&Crunch Vietnamese Grill,Vietnamese,4.6,1313 NE 42nd St,98105,Vietnamese rated 4.6/5 located at 1313 NE 42nd St (ZIP 98105).,https://www.doordash.com/store/sizzle-&-crunch-619648/?srsltid=AfmBOoq7eBMJlFNFDAcsQ6p-YqtGNvxPmUnQwoRQlslLKSNzOlOT2CSs
Agua Verde Cafe,Restaurant,4.3,1303 NE Boat St,98105,Restaurant rated 4.3/5 located at 1303 NE Boat St (ZIP 98105).,https://www.doordash.com/store/agua-verde-cafe-seattle-41229/?srsltid=AfmBOoo1Cfo9yfVy29q-ZsWdfOvNX87s05XJj5qsivvmUyg9tlB_Xd3-
Halal Smash BRGR - U District,Hamburger,4.7,5600 Roosevelt Way NE,98105,Hamburger rated 4.7/5 located at 5600 Roosevelt Way NE (ZIP 98105).,https://www.doordash.com/store/halal-smash-brgr--u-district-30938497/?srsltid=AfmBOopazuaiMuUEscypwqrSYVU4GYTrms5pQu-cZ5KretrV85dqH8Kt
Pauly's at Earl's,Bar,4.4,4333 University Wy NE,98105,Bar rated 4.4/5 located at 4333 University Wy NE (ZIP 98105).,https://www.doordash.com/store/pauly's-at-earl's-seattle-22994606/?srsltid=AfmBOor8HUc38IGz7Kf1Dw71HkFDkKSJAFJ4vzpk3392uBpLK0qgm4z-
Birrieria Pepe El Toro,Mexican,4.8,5628 University Wy NE,98105,Mexican rated 4.8/5 located at 5628 University Wy NE (ZIP 98105).,https://www.doordash.com/en/store/birrieria-pepe-el-toro-24250408/?srsltid=AfmBOoqHwUqxJkLfr8BBfpdGM-oyISuFp65ghBu1o2nzpDwvHIlVilVs
Chuan House,Chinese,4.4,4509 University Wy NE,98105,Chinese rated 4.4/5 located at 4509 University Wy NE (ZIP 98105).,https://www.doordash.com/store/chuan-house-seattle-27528666/?srsltid=AfmBOoq8h6NCLeQa3uoLI89qcCzEoW6Da3j7LO65DVzW19KsoDOK_pYa
Cafe on the Ave,Restaurant,4.1,4201 University Wy NE,98105,Restaurant rated 4.1/5 located at 4201 University Wy NE (ZIP 98105).,https://www.doordash.com/store/cafe-on-the-ave-seattle-36794/?srsltid=AfmBOorE6wkVS1ulwE9EcGb5QM27XOYWzf18JXEMLSN2AFzmfjtO-vjM
Samir's Mediterranean Grill,Mediterranean,4.4,1316 NE 43rd St,98105,Mediterranean rated 4.4/5 located at 1316 NE 43rd St (ZIP 98105).,https://www.doordash.com/store/samir's-mediterranean-grill-seattle-33305403/?srsltid=AfmBOoo9g7Jt0DSJxF7mmH7WwmALxfhWcTyrKWLrhS7y5NBXcfV6ohNN
Itadakimasu,Asian Fusion,4.3,4743 Brooklyn Ave NE,98105,Asian Fusion rated 4.3/5 located at 4743 Brooklyn Ave NE (ZIP 98105).,https://www.doordash.com/store/itadakimasu-seattle-36821/?srsltid=AfmBOooblq0GXbB0aQ3VkvMZ26UOu1f6THdUmYV-Nw2YXDLmQAc32Gmo
Angkor Wok,Asian,4.5,1100 NE 45th St Suite 110,98105,Asian rated 4.5/5 located at 1100 NE 45th St Suite 110 (ZIP 98105).,https://www.doordash.com/store/angkor-wok-23548267/?srsltid=AfmBOor4Inp_QFzhPvwzYunQkY2NB56Mj-tZqIiUz_dKscOmBHZznjiX
Hokkaido Ramen Santouka University Village,Ramen,4.4,2626 NE University Village St,98105,Ramen rated 4.4/5 located at 2626 NE University Village St (ZIP 98105).,https://www.doordash.com/store/hokkaido-ramen-santouka-seattle-468351/?srsltid=AfmBOorU5YAnQjdmmZskQ0MujbZc_8RWyM20eddwx4I20p1y5O7zM5sQ
Costas Restaurant,Greek,4.1,4559 University Wy NE,98105,Greek rated 4.1/5 located at 4559 University Wy NE (ZIP 98105).,https://www.doordash.com/store/ivars-salmon-house-seattle-41227/?srsltid=AfmBOopeiRTajIWtvnztxh3EPp0R9PnKhJ82duac949KepBVGNsi_DDx
Ivar's Salmon House,Seafood,4.3,401 NE Northlake Way,98105,Seafood rated 4.3/5 located at 401 NE Northlake Way (ZIP 98105).,https://www.doordash.com/store/tony-burritos-california-style-inc-24633737/?srsltid=AfmBOopPXL-iTAB1riz3WicXJXDpkmE7GwCIAAUXLVp59W-IGEIdqs8t
Voula's Offshore Cafe,Restaurant,4.6,658 NE Northlake Way,98105,Restaurant rated 4.6/5 located at 658 NE Northlake Way (ZIP 98105).,https://www.doordash.com/store/aladdin-gyro-cery-&-deli-911670/?srsltid=AfmBOorO9AgRcCmYzhH5R5DfcVRvKwvoobbTKizfxg5nrAKTy_E4fnNW
Burritos California,Mexican,4.4,4743 University Wy NE,98105,Mexican rated 4.4/5 located at 4743 University Wy NE (ZIP 98105).,https://www.doordash.com/near-me/category/thai-tom?srsltid=AfmBOooboSg4jh7SYPiWgejsNBsJGDkfreoFlEtLq2oWyxWy_6DcKlxK
Amazing Thai Cuisine,Thai,4.7,5210 Roosevelt Way NE,98105,Thai rated 4.7/5 located at 5210 Roosevelt Way NE (ZIP 98105).,https://www.doordash.com/store/pink-door-cookies-nashville-1728002/?srsltid=AfmBOorovUpzRnLF01-3pFLHlh5Dqlhsulk_Gu2qgL5bh7x2L7K34x3_
Aladdin Gyro-Cery & Deli,Mediterranean,4.5,4139 University Wy NE,98105,Mediterranean rated 4.5/5 located at 4139 University Wy NE (ZIP 98105).,https://www.doordash.com/store/portage-bay-cafe-seattle-35688231/?srsltid=AfmBOoq6VZOoWvY1zajQRO8mYBEA4H4Nj6QGVFRWk6bn3FRnEqBENGZp
Thai Tom,Thai,4.3,4543 University Wy NE,98105,Thai rated 4.3/5 located at 4543 University Wy NE (ZIP 98105).,https://www.doordash.com/store/xian-famous-foods-%E8%A5%BF%E5%AE%89%E5%90%8D%E5%90%83-woodside-1305680/?srsltid=AfmBOoo8OyWqU2noQx1by79i3bx1qBk2H3iwroh7IZtsyMCAau-FZ_78
The Pink Door,Italian,4.6,1919 Post Alley,98105,Italian rated 4.6/5 located at 1919 Post Alley (ZIP 98105).,https://www.doordash.com/store/maharaja-cuisine-of-india-seattle-36463/?srsltid=AfmBOooG7Ai3t3xFZyPlUaurlFgujEGMhk0EHDV9XZJeM1-0zMuU_TKM
Portage Bay Cafe,Brunch,4.3,4130 Roosevelt Way NE,98105,Brunch rated 4.3/5 located at 4130 Roosevelt Way NE (ZIP 98105).,https://www.doordash.com/store/mr.-lu's-seattle-43071/?srsltid=AfmBOorRn8vDaMPO61uq9duNr-CHhi_o2nWFoN5nJ-0SaQVKtJV3-YcB
Xi'an Noodles,Chinese,4.4,5259 University Wy NE,98105,Chinese rated 4.4/5 located at 5259 University Wy NE (ZIP 98105).,https://www.doordash.com/store/time-bistro-seattle-1709550/?srsltid=AfmBOoq4rV2y749Oy5X3a6Dk13qZBm3_aoYAq_Tle3IErHWxXfgr_azm
Maharaja Cuisine of India,Restaurant,4.8,3701 NE 45th St,98105,Restaurant rated 4.8/5 located at 3701 NE 45th St (ZIP 98105).,https://www.doordash.com/store/taste-of-xi%E2%80%99an-seattle-879366/?srsltid=AfmBOorOdEmIH7gurRI2BEq-RmSSd6O3SVmpeU9AOhLsYVcaBRk3Lqyk
Mr Lu's Burgers & Seafood,Hamburger,4.5,4752 University Wy NE,98105,Hamburger rated 4.5/5 located at 4752 University Wy NE (ZIP 98105).,https://doordash.com/store/1062934?src=yp&pickup=true&utm_source_id=3d8b4ec4-cb54-4c96-95f4-86f5a52fcc64&srsltid=AfmBOorwY84JOilR-I0IFG2LMGcThVSrlzRS5Dq4k6fiAJXOZadGcvRH
Time Bistro,Vietnamese,4.5,4537B University Wy NE,98105,Vietnamese rated 4.5/5 located at 4537B University Wy NE (ZIP 98105).,https://www.doordash.com/store/just-burgers-and-wings-glen-gardner-34727037/?srsltid=AfmBOoqN7VjgJlcS4lqWVjxSMtARV1Et62DjCXSEI-gcF07oUT3jhXKW
Taste of Xi'an 西安味道,Chinese,4.5,4523 University Wy NE,98105,Chinese rated 4.5/5 located at 4523 University Wy NE (ZIP 98105).,https://www.doordash.com/store/master-bing-uw-%E7%85%8E%E9%A5%BC%E5%B8%88%E5%82%85-%E5%8D%8E%E5%A4%A7-24170068/?srsltid=AfmBOoo1rl5kAy77TuPdDrq9jLBOwDqiDDxFx_R8EBoYK0bRIshGQX89
U:Don Fresh Japanese Noodle Station – University District,udon noodles,4.4,4515 University Wy NE,98105,udon noodles rated 4.4/5 located at 4515 University Wy NE (ZIP 98105).,https://www.doordash.com/store/taste-of-india-west-hartford-357242/?srsltid=AfmBOoopK5YpxMHOhgZzGIIAPqwEGJWmWJXtJBZpZzvpzOSUYyHDgXfO
Just Burgers,Hamburger,4.3,4510 University Wy NE,98105,Hamburger rated 4.3/5 located at 4510 University Wy NE (ZIP 98105).,https://www.doordash.com/store/korean-tofu-house-express-22944023/?srsltid=AfmBOoob03i75Lp4-q-Az9XnBlAZkdQn5h86z3R3MERIKpJ20dInuCmS
Master Bing (UW) 煎饼师傅,Chinese,4.7,4537A University Wy NE,98105,Chinese rated 4.7/5 located at 4537A University Wy NE (ZIP 98105).,https://www.doordash.com/store/delfino's-chicago-style-pizza-seattle-36905/?srsltid=AfmBOopy3Dp4PIhiD8hklOfNfTicZ_IbIF1ggD-ZcfG3E8EpxxHmyTg_
Dough Zone Dumpling House University District,Chinese,4.1,4701 24th Ave NE,98105,Chinese rated 4.1/5 located at 4701 24th Ave NE (ZIP 98105).,https://www.doordash.com/store/mee-sum-seattle-36827/?srsltid=AfmBOopQwEhc4Ysx6GhqIxLZegQmFTNRzEUHzY4-ET_SgPmLMpG_Kigc
Taste of India,Indian,4.4,5517 Roosevelt Way NE,98105,Indian rated 4.4/5 located at 5517 Roosevelt Way NE (ZIP 98105).,https://www.doordash.com/food-delivery/newtown-ct-restaurants/value-meal/?srsltid=AfmBOopXXjpvqOw5tySPvtUSDvLWVTxKZ9y6kmpAJHbzG0nJdZnJ0DxK
Korean Tofu House Express,Korean,4.4,4520 University Wy NE,98105,Korean rated 4.4/5 located at 4520 University Wy NE (ZIP 98105).,https://www.doordash.com/store/panda-noodles-san-francisco-24827699/?srsltid=AfmBOorYcU-KTzBOu8EClWkpKaRIjmi5qyCSNko1i3EwAHE061FzlrNu
Delfino's Chicago Style Pizza,Pizza,4.3,2631 NE University Village St,98105,Pizza rated 4.3/5 located at 2631 NE University Village St (ZIP 98105).,https://www.doordash.com/store/sultan-gyro-grill-&-shawarma-seattle-89698/?srsltid=AfmBOoq0PyhqjB4IUcJz1ikgHHDGDEvGavdbBH5Vr7hCXIk3qM2eaDHu
The BoB,Korean,4.2,4131 University Wy NE,98105,Korean rated 4.2/5 located at 4131 University Wy NE (ZIP 98105).,https://www.doordash.com/store/cafe-mei-fremont-24741454/?srsltid=AfmBOooEjbVWmQGWr211-wlbE7kh58q64QXXwVqN_Uf0EwlKjUqRiGXx
Mee Sum,Chinese,4.3,4343 University Wy NE,98105,Chinese rated 4.3/5 located at 4343 University Wy NE (ZIP 98105).,https://www.doordash.com/business/ma'ono-fried-chicken-11450227/menu?srsltid=AfmBOoolmI_sQcf5Y-05Z00gP3cI98dP_714VPxLVgRJIxXzKOHNE7Cw
Duchess Tavern,Bar,4.3,2827 NE 55th St,98105,Bar rated 4.3/5 located at 2827 NE 55th St (ZIP 98105).,https://www.doordash.com/business/arayas-place-3643/?srsltid=AfmBOopLHcPjNyA14pQQzgobpZLO4HV-uUrLOMF0L8M3f5Sy0jlg2IJg
Panda Noodle Bar,Chinese Noodles,4.5,4508 University Wy NE,98105,Chinese Noodles rated 4.5/5 located at 4508 University Wy NE (ZIP 98105).,https://blog.doordash.com/en-us/post/best-pizza-in-seattle
Sultan Gyros Grill,Mediterranean,4.5,4222 University Wy NE,98105,Mediterranean rated 4.5/5 located at 4222 University Wy NE (ZIP 98105).,https://www.doordash.com/store/littleduck-thai-restaurant-quincy-412589/?srsltid=AfmBOoo8qzDRqT7rplikguCMdfnzVUUlib9bUIhSJdqq7ym75crWij7y
Mei Mei Cafe,Chinese,4.6,1004 NE 50th St,98105,Chinese rated 4.6/5 located at 1004 NE 50th St (ZIP 98105).,https://www.doordash.com/products/uncle-lees-tea-caffeine-free-organic-bamboo-tea-bags-18-ct/urpc_1acb0048-8d78-48ad-9880-cebf3b65c241?srsltid=AfmBOooGwFCzGKOiYP3VqP5HHyyb6fs7SL8lYGTOlXxXqsDS8UaDYNH1
Morsel,Breakfast,4.6,5000 University Wy NE suite d,98105,Breakfast rated 4.6/5 located at 5000 University Wy NE suite d (ZIP 98105).,https://www.doordash.com/store/arepa-venezuelan-kitchen-seattle-185984/?srsltid=AfmBOoqd6ZrdvSNCuCfcZFMs6X6iY21T5Ly_bCKmgnO_2gU73ofZ7-yZ
Ma’ono Fried Chicken,Chicken,4.3,"inside Rachel’s Ginger Beer, 4626 26th Ave NE",98105,"Chicken rated 4.3/5 located at inside Rachel’s Ginger Beer, 4626 26th Ave NE (ZIP 98105).",https://www.doordash.com/store/call-a-chicken-seattle-23124359/?srsltid=AfmBOopmtENJBr0iKXUPhuTF-_l1gLR0swu9e8ad14w-x4gXtUIS_sgL
Araya's Place,Vegan,4.5,5240 University Wy NE,98105,Vegan rated 4.5/5 located at 5240 University Wy NE (ZIP 98105).,https://www.doordash.com/store/sushiko-chevy-chase-989031/?srsltid=AfmBOoqopBacxEtOmz0HlG1dGUU1ZZ0Yd2Uv-PxdKdPuOJIhNtr45xrJ
Off The Rez Cafe,Native American restaurant,4.6,4300 15th Ave NE,98105,Native American restaurant rated 4.6/5 located at 4300 15th Ave NE (ZIP 98105).,"https://www.doordash.com/store/baskin-robbins-london-582021,793306/?srsltid=AfmBOooyS60qFaUxALidJXc9zfcUH6VERQ4U3ST5quukkA2Vp9kbpoyu"
Uncle ​Lee's,Chinese,4.5,5408 Sand Point Way NE,98105,Chinese rated 4.5/5 located at 5408 Sand Point Way NE (ZIP 98105).,https://www.doordash.com/business/veggie-grill-by-next-level-156/?srsltid=AfmBOorlomdcoQyNa_ziCn9DQrXMLIlesWkHK5sB_L8T5GnGDlOIiQBt
Red Pepper,Chinese,4.3,4545 University Wy NE,98105,Chinese rated 4.3/5 located at 4545 University Wy NE (ZIP 98105).,https://www.doordash.com/store/finn-maccool%27s-port-washington-133792/?srsltid=AfmBOopSU-bLPxgeRnVl6zuj4dIKK2GELkb_gw0qDug6SUMNMM5Z4IY1
Arepa Venezuelan Kitchen,Venezuelan,4.6,4500 9th Ave NE,98105,Venezuelan rated 4.6/5 located at 4500 9th Ave NE (ZIP 98105).,https://www.doordash.com/store/thaiger-love-basil-27573054/?srsltid=AfmBOoov3sqhmpXUWGpjdZTKN375M5QctOiigGZqwrm_WsabUv2pxFfi
CALL A CHICKEN - University of Washington,Fast Food,4.4,4237 University Wy NE,98105,Fast Food rated 4.4/5 located at 4237 University Wy NE (ZIP 98105).,https://www.doordash.com/store/basil-viet-kitchen-seattle-1342830/?srsltid=AfmBOor_Czmw2VxIdITxwM-JWLbKignRk4vyt3aTeZw0WYIH5Tb6Ykbu
Yu Sushi & Katsu,Restaurant,3.9,4129 University Wy NE,98105,Restaurant rated 3.9/5 located at 4129 University Wy NE (ZIP 98105).,https://www.doordash.com/store/la-villa-mexican-restaurant-washingtonville-24927085/?srsltid=AfmBOoqnWCGAsr23agnHbSe2ChL8LZMiuBS76uzNZLGdfCaCUZEl_7N7
COMMUNION Restaurant & Bar,New American,4.4,2350 E Union St,98105,New American rated 4.4/5 located at 2350 E Union St (ZIP 98105).,https://www.doordash.com/store/yangguofu-malatang-daly-city-25031889/?srsltid=AfmBOor0EaHc8i9cuV_eGN6xBIDWcoxO_yE9CSYJ-_DaUFlAg4bpYmDb
Atoma,Restaurant,4.7,1411 N 45th St,98105,Restaurant rated 4.7/5 located at 1411 N 45th St (ZIP 98105).,https://www.doordash.com/store/toulouse-petit-kitchen-seattle-186094/?srsltid=AfmBOoqBpkHOBf4BmtJLRFOeMdRSBnbRh4Dr-V59DSIYgPv-E1Otn1To
Pho Shizzle,Vietnamese,4.2,4235 University Wy NE,98105,Vietnamese rated 4.2/5 located at 4235 University Wy NE (ZIP 98105).,https://www.doordash.com/store/joule-seattle-77929?srsltid=AfmBOoobJQNfCAxhiUzFqY1J5DaBOZZo8k_cVO4diZ2hksfXaA5xtqhx
Veggie Grill - University Village,Vegan,4.3,2681 NE University Village St,98105,Vegan rated 4.3/5 located at 2681 NE University Village St (ZIP 98105).,https://www.doordash.com/store/krua-thai-eatery-ne-55th-street-25589368/?srsltid=AfmBOorvJL89t9nvh3ZBDrFUdktK4MuCtaWdJzSRmA7aqHKHQT_DDIcW
